EmployeeNumber,EmployeeName,Month,Year,BaseSalary,OvertimePay,Bonus,TotalCompensation
131,Jessica Smith,11,2025,16101.32,0.0,0.0,16101.32
131,Jessica Smith,12,2025,16101.32,2143.47,1087.48,19332.27
132,Stephen Mckee,1,2024,2042.0,0.0,0.0,2042.0
132,Stephen Mckee,2,2024,2042.0,124.95,0.0,2166.95
132,Stephen Mckee,3,2024,2042.0,0.0,132.96,2174.96
132,Stephen Mckee,4,2024,2042.0,0.0,0.0,2042.0
132,Stephen Mckee,5,2024,2042.0,0.0,0.0,2042.0
132,Stephen Mckee,6,2024,2042.0,0.0,132.96,2174.96
132,Stephen Mckee,7,2024,2042.0,0.0,0.0,2042.0
132,Stephen Mckee,8,2024,2042.0,,0.0,2042.0
132,Stephen Mckee,9,2024,2042.0,0.0,132.96,2174.96
132,Stephen Mckee,10,2024,2042.0,0.0,0.0,2042.0
132,Stephen Mckee,11,2024,2042.0,0.0,0.0,2042.0
132,Stephen Mckee,12,2024,2042.0,0.0,132.96,2174.96
132,Stephen Mckee,1,2025,2042.0,274.39,0.0,2316.39
132,Stephen Mckee,2,2025,2212.97,0.0,0.0,2212.97
132,Stephen Mckee,3,2025,2212.97,0.0,0.0,2212.97
132,Stephen Mckee,4,2025,2212.97,0.0,0.0,2212.97
132,Stephen Mckee,5,2025,2212.97,0.0,0.0,2212.97
132,Stephen Mckee,6,2025,2212.97,0.0,144.1,2357.06
132,Stephen Mckee,7,2025,2212.97,224.02,0.0,2436.99
132,Stephen Mckee,8,2025,2212.97,0.0,0.0,2212.97
132,Stephen Mckee,9,2025,2212.97,0.0,144.1,2357.06
132,Stephen Mckee,10,2025,2212.97,0.0,0.0,2212.97
132,Stephen Mckee,11,2025,2212.97,0.0,0.0,2212.97
132,Stephen Mckee,12,2025,2212.97,0.0,144.1,2357.06
133,Sandra Aguilar,1,2024,2073.0,130.86,0.0,2203.86
133,Sandra Aguilar,2,2024,2073.0,205.17,0.0,2278.17
133,Sandra Aguilar,3,2024,2073.0,226.32,220.65,2519.98
133,Sandra Aguilar,4,2024,2073.0,204.51,0.0,2277.51
133,Sandra Aguilar,5,2024,2073.0,68.19,0.0,2141.19
133,Sandra Aguilar,6,2024,2073.0,120.62,220.65,2414.27
133,Sandra Aguilar,7,2024,2073.0,150.45,0.0,2223.45
133,Sandra Aguilar,8,2024,2073.0,161.21,0.0,2234.21
133,Sandra Aguilar,9,2024,2073.0,204.44,220.65,2498.09
133,Sandra Aguilar,10,2024,2073.0,0.0,0.0,2073.0
133,Sandra Aguilar,11,2024,2073.0,176.89,0.0,2249.89
133,Sandra Aguilar,12,2024,2073.0,0.0,220.65,2293.65
133,Sandra Aguilar,1,2025,2073.0,82.79,0.0,2155.79
133,Sandra Aguilar,2,2025,2073.0,0.0,0.0,2073.0
133,Sandra Aguilar,3,2025,2073.0,0.0,220.65,2293.65
133,Sandra Aguilar,4,2025,2073.0,0.0,0.0,2073.0
133,Sandra Aguilar,5,2025,2073.0,189.48,0.0,2262.48
133,Sandra Aguilar,6,2025,2208.39,0.0,235.06,2443.45
133,Sandra Aguilar,7,2025,2208.39,217.12,0.0,2425.51
133,Sandra Aguilar,8,2025,2208.39,213.76,0.0,2422.15
133,Sandra Aguilar,9,2025,2208.39,248.27,235.06,2691.73
133,Sandra Aguilar,10,2025,2208.39,0.0,0.0,2208.39
133,Sandra Aguilar,11,2025,2208.39,231.92,0.0,2440.31
133,Sandra Aguilar,12,2025,2208.39,207.09,235.06,2650.55
134,Cameron Parker,1,2024,2956.0,0.0,0.0,2956.0
134,Cameron Parker,2,2024,2956.0,0.0,0.0,2956.0
134,Cameron Parker,3,2024,2956.0,0.0,253.25,3209.25
134,Cameron Parker,4,2024,2956.0,230.26,0.0,3186.26
134,Cameron Parker,5,2024,2956.0,0.0,0.0,2956.0
134,Cameron Parker,6,2024,2956.0,0.0,253.25,3209.25
134,Cameron Parker,7,2024,2956.0,0.0,0.0,2956.0
134,Cameron Parker,8,2024,2956.0,0.0,0.0,2956.0
134,Cameron Parker,9,2024,2956.0,89.19,253.25,3298.43
134,Cameron Parker,10,2024,2956.0,0.0,0.0,2956.0
134,Cameron Parker,11,2024,2956.0,274.58,0.0,3230.58
134,Cameron Parker,12,2024,2956.0,0.0,0.0,2956.0
134,Cameron Parker,1,2025,2956.0,0.0,0.0,2956.0
134,Cameron Parker,2,2025,2956.0,0.0,0.0,2956.0
134,Cameron Parker,3,2025,3208.91,0.0,274.91,3483.82
134,Cameron Parker,4,2025,3208.91,0.0,0.0,3208.91
134,Cameron Parker,5,2025,3208.91,0.0,0.0,3208.91
134,Cameron Parker,6,2025,3208.91,0.0,274.91,3483.82
134,Cameron Parker,7,2025,3208.91,0.0,0.0,3208.91
134,Cameron Parker,8,2025,3208.91,0.0,0.0,3208.91
134,Cameron Parker,9,2025,3208.91,0.0,274.91,3483.82
134,Cameron Parker,10,2025,3208.91,,0.0,3208.91
134,Cameron Parker,11,2025,3208.91,0.0,0.0,3208.91
134,Cameron Parker,12,2025,3208.91,0.0,274.91,3483.82
137,Rebecca Valencia,1,2024,2926.0,,0.0,2926.0
137,Rebecca Valencia,2,2024,2926.0,252.31,0.0,3178.31
137,Rebecca Valencia,3,2024,2926.0,257.92,0.0,3183.92
137,Rebecca Valencia,4,2024,2926.0,0.0,0.0,2926.0
137,Rebecca Valencia,5,2024,2926.0,122.01,0.0,3048.01
137,Rebecca Valencia,6,2024,2926.0,139.18,177.21,3242.4
137,Rebecca Valencia,7,2024,2926.0,326.53,0.0,3252.53
137,Rebecca Valencia,8,2024,2926.0,230.61,0.0,3156.61
137,Rebecca Valencia,9,2024,2926.0,293.9,177.21,3397.11
137,Rebecca Valencia,10,2024,2926.0,236.57,0.0,3162.57
137,Rebecca Valencia,11,2024,2926.0,236.69,0.0,3162.69
137,Rebecca Valencia,12,2024,2926.0,316.44,0.0,3242.44
137,Rebecca Valencia,1,2025,2926.0,188.78,0.0,3114.78
137,Rebecca Valencia,2,2025,2926.0,242.52,0.0,3168.52
137,Rebecca Valencia,3,2025,2926.0,193.5,0.0,3119.5
137,Rebecca Valencia,4,2025,2926.0,195.94,0.0,3121.94
137,Rebecca Valencia,5,2025,3450.96,,0.0,3695.03
137,Rebecca Valencia,6,2025,3450.96,299.07,209.0,3959.04
137,Rebecca Valencia,7,2025,3450.96,226.51,0.0,3677.47
137,Rebecca Valencia,8,2025,3450.96,406.08,0.0,3857.04
137,Rebecca Valencia,9,2025,3450.96,183.46,209.0,3843.42
137,Rebecca Valencia,10,2025,3450.96,256.73,0.0,3707.69
137,Rebecca Valencia,11,2025,3450.96,230.55,0.0,3681.51
137,Rebecca Valencia,12,2025,3450.96,425.88,209.0,4085.84
138,Christine Wright,1,2024,4809.0,0.0,0.0,4809.0
138,Christine Wright,2,2024,4809.0,0.0,0.0,4809.0
138,Christine Wright,3,2024,4809.0,0.0,0.0,4809.0
138,Christine Wright,4,2024,4809.0,0.0,0.0,4809.0
138,Christine Wright,5,2024,4809.0,0.0,0.0,4809.0
138,Christine Wright,6,2024,4809.0,0.0,342.49,5151.49
138,Christine Wright,7,2024,4809.0,0.0,0.0,4809.0
138,Christine Wright,8,2024,4809.0,0.0,0.0,4809.0
138,Christine Wright,9,2024,4809.0,0.0,0.0,4809.0
138,Christine Wright,10,2024,4809.0,0.0,0.0,4809.0
138,Christine Wright,11,2024,4809.0,0.0,0.0,4809.0
138,Christine Wright,12,2024,4809.0,0.0,342.49,5151.49
138,Christine Wright,1,2025,4809.0,0.0,0.0,4809.0
138,Christine Wright,2,2025,4809.0,0.0,0.0,4809.0
138,Christine Wright,3,2025,4809.0,0.0,342.49,5151.49
138,Christine Wright,4,2025,4809.0,0.0,0.0,4809.0
138,Christine Wright,5,2025,5112.58,439.15,0.0,5551.73
138,Christine Wright,6,2025,5112.58,567.27,364.11,6043.96
138,Christine Wright,7,2025,5112.58,0.0,0.0,5112.58
138,Christine Wright,8,2025,5112.58,0.0,0.0,5112.58
138,Christine Wright,9,2025,5112.58,0.0,364.11,5476.69
138,Christine Wright,10,2025,5112.58,181.15,0.0,5293.73
138,Christine Wright,11,2025,5112.58,0.0,0.0,5112.58
138,Christine Wright,12,2025,5112.58,0.0,364.11,5476.69
139,Richard Henson,1,2024,5163.0,,0.0,5163.0
139,Richard Henson,2,2024,5163.0,454.4,0.0,5617.4
139,Richard Henson,3,2024,5163.0,0.0,298.22,5461.22
139,Richard Henson,4,2024,5163.0,0.0,0.0,5163.0
139,Richard Henson,5,2024,5163.0,0.0,0.0,5163.0
139,Richard Henson,6,2024,5163.0,0.0,298.22,5461.22
139,Richard Henson,7,2024,5163.0,550.83,0.0,5713.83
139,Richard Henson,8,2024,5163.0,0.0,0.0,5163.0
139,Richard Henson,9,2024,5163.0,425.78,0.0,5588.78
139,Richard Henson,10,2024,5163.0,0.0,0.0,5163.0
139,Richard Henson,11,2024,5163.0,0.0,0.0,5163.0
139,Richard Henson,12,2024,5163.0,0.0,298.22,5461.22
139,Richard Henson,1,2025,5163.0,0.0,0.0,5163.0
139,Richard Henson,2,2025,5163.0,0.0,0.0,5163.0
139,Richard Henson,3,2025,6084.73,681.27,0.0,6766.01
139,Richard Henson,4,2025,6084.73,0.0,0.0,6084.73
139,Richard Henson,5,2025,6084.73,0.0,0.0,6084.73
139,Richard Henson,6,2025,6084.73,0.0,351.46,6436.19
139,Richard Henson,7,2025,6084.73,0.0,0.0,6084.73
139,Richard Henson,8,2025,6084.73,0.0,0.0,6084.73
139,Richard Henson,9,2025,6084.73,0.0,351.46,6436.19
139,Richard Henson,10,2025,6084.73,0.0,0.0,6084.73
139,Richard Henson,11,2025,6084.73,0.0,0.0,6084.73
139,Richard Henson,12,2025,6084.73,0.0,351.46,6436.19
140,Marc Moore,1,2024,18844.0,0.0,0.0,18844.0
140,Marc Moore,2,2024,18844.0,0.0,0.0,18844.0
140,Marc Moore,3,2024,18844.0,0.0,2825.16,21669.16
140,Marc Moore,4,2024,18844.0,0.0,0.0,18844.0
140,Marc Moore,5,2024,18844.0,0.0,0.0,18844.0
140,Marc Moore,6,2024,18844.0,0.0,2825.16,21669.16
140,Marc Moore,7,2024,18844.0,1215.09,0.0,20059.09
140,Marc Moore,8,2024,18844.0,0.0,0.0,18844.0
140,Marc Moore,9,2024,18844.0,0.0,2825.16,21669.16
140,Marc Moore,10,2024,18844.0,0.0,0.0,18844.0
140,Marc Moore,11,2024,18844.0,0.0,0.0,18844.0
140,Marc Moore,12,2024,18844.0,0.0,2825.16,21669.16
140,Marc Moore,1,2025,18844.0,,0.0,18844.0
140,Marc Moore,2,2025,18844.0,0.0,0.0,18844.0
140,Marc Moore,3,2025,18844.0,2304.25,2825.16,23973.41
140,Marc Moore,4,2025,18844.0,0.0,0.0,18844.0
140,Marc Moore,5,2025,18844.0,0.0,0.0,18844.0
140,Marc Moore,6,2025,20176.67,0.0,3024.95,23201.63
140,Marc Moore,7,2025,20176.67,0.0,0.0,20176.67
140,Marc Moore,8,2025,20176.67,0.0,0.0,20176.67
140,Marc Moore,9,2025,20176.67,0.0,3024.95,23201.63
140,Marc Moore,10,2025,20176.67,0.0,0.0,20176.67
140,Marc Moore,11,2025,20176.67,0.0,0.0,20176.67
140,Marc Moore,12,2025,20176.67,0.0,3024.95,23201.63
141,Sharon Cherry,1,2024,18172.0,2707.03,0.0,20879.03
141,Sharon Cherry,2,2024,18172.0,1255.95,0.0,19427.95
141,Sharon Cherry,3,2024,18172.0,1210.89,1477.28,20860.17
141,Sharon Cherry,4,2024,18172.0,2246.09,0.0,20418.09
141,Sharon Cherry,5,2024,18172.0,2314.88,0.0,20486.88
141,Sharon Cherry,6,2024,18172.0,1168.72,0.0,19340.72
141,Sharon Cherry,7,2024,18172.0,0.0,0.0,18172.0
141,Sharon Cherry,8,2024,18172.0,1224.69,0.0,19396.69
141,Sharon Cherry,9,2024,18172.0,1300.14,0.0,19472.14
141,Sharon Cherry,10,2024,18172.0,720.82,0.0,18892.82
141,Sharon Cherry,11,2024,18172.0,952.95,0.0,19124.95
141,Sharon Cherry,12,2024,18172.0,906.34,1477.28,20555.63
141,Sharon Cherry,1,2025,18172.0,0.0,0.0,18172.0
141,Sharon Cherry,2,2025,20306.9,1156.8,0.0,21463.7
141,Sharon Cherry,3,2025,20306.9,1603.42,1650.84,23561.16
141,Sharon Cherry,4,2025,20306.9,1767.24,0.0,22074.14
141,Sharon Cherry,5,2025,20306.9,2569.13,0.0,22876.03
141,Sharon Cherry,6,2025,20306.9,1016.35,0.0,21323.25
141,Sharon Cherry,7,2025,20306.9,2224.21,0.0,22531.11
141,Sharon Cherry,8,2025,20306.9,1494.19,0.0,21801.09
141,Sharon Cherry,9,2025,20306.9,,1650.84,23552.16
141,Sharon Cherry,10,2025,20306.9,2035.66,0.0,22342.56
141,Sharon Cherry,11,2025,20306.9,940.58,0.0,21247.48
141,Sharon Cherry,12,2025,20306.9,0.0,1650.84,21957.74
142,Sierra Johnson,1,2024,5744.0,525.42,0.0,6269.42
142,Sierra Johnson,2,2024,5744.0,488.2,0.0,6232.2
142,Sierra Johnson,3,2024,5744.0,544.38,371.87,6660.25
142,Sierra Johnson,4,2024,5744.0,509.35,0.0,6253.35
142,Sierra Johnson,5,2024,5744.0,882.62,0.0,6626.62
142,Sierra Johnson,6,2024,5744.0,349.62,371.87,6465.49
142,Sierra Johnson,7,2024,5744.0,368.02,0.0,6112.02
142,Sierra Johnson,8,2024,5744.0,0.0,0.0,5744.0
142,Sierra Johnson,9,2024,5744.0,352.14,371.87,6468.01
142,Sierra Johnson,10,2024,5744.0,363.8,0.0,6107.8
142,Sierra Johnson,11,2024,5744.0,349.69,0.0,6093.69
142,Sierra Johnson,12,2024,6107.85,706.5,395.42,7209.77
142,Sierra Johnson,1,2025,6107.85,748.91,0.0,6856.76
142,Sierra Johnson,2,2025,6107.85,384.05,0.0,6491.89
142,Sierra Johnson,3,2025,6107.85,336.11,395.42,6839.38
142,Sierra Johnson,4,2025,6107.85,0.0,0.0,6107.85
142,Sierra Johnson,5,2025,6107.85,575.01,0.0,6682.85
142,Sierra Johnson,6,2025,6107.85,387.44,0.0,6495.29
142,Sierra Johnson,7,2025,6107.85,0.0,0.0,6107.85
142,Sierra Johnson,8,2025,6107.85,604.6,0.0,6712.45
142,Sierra Johnson,9,2025,6107.85,525.81,395.42,7029.08
142,Sierra Johnson,10,2025,6107.85,210.89,0.0,6318.74
142,Sierra Johnson,11,2025,6107.85,772.19,0.0,6880.03
142,Sierra Johnson,12,2025,6107.85,817.7,395.42,7320.97
143,Evelyn Galvan,1,2024,2889.0,,0.0,2889.0
143,Evelyn Galvan,2,2024,2889.0,0.0,0.0,2889.0
143,Evelyn Galvan,3,2024,2889.0,0.0,159.64,3048.64
143,Evelyn Galvan,4,2024,2889.0,0.0,0.0,2889.0
143,Evelyn Galvan,5,2024,2889.0,0.0,0.0,2889.0
143,Evelyn Galvan,6,2024,2889.0,0.0,159.64,3048.64
143,Evelyn Galvan,7,2024,2889.0,178.01,0.0,3067.01
143,Evelyn Galvan,8,2024,2889.0,0.0,0.0,2889.0
143,Evelyn Galvan,9,2024,2889.0,0.0,159.64,3048.64
143,Evelyn Galvan,10,2024,2889.0,0.0,0.0,2889.0
143,Evelyn Galvan,11,2024,2889.0,0.0,0.0,2889.0
143,Evelyn Galvan,12,2024,2889.0,0.0,159.64,3048.64
143,Evelyn Galvan,1,2025,2889.0,0.0,0.0,2889.0
143,Evelyn Galvan,2,2025,2889.0,197.52,0.0,3086.52
143,Evelyn Galvan,3,2025,2889.0,0.0,159.64,3048.64
143,Evelyn Galvan,4,2025,2889.0,0.0,0.0,2889.0
143,Evelyn Galvan,5,2025,3187.14,0.0,0.0,3187.14
143,Evelyn Galvan,6,2025,3187.14,0.0,176.11,3363.25
143,Evelyn Galvan,7,2025,3187.14,0.0,0.0,3187.14
143,Evelyn Galvan,8,2025,3187.14,0.0,0.0,3187.14
143,Evelyn Galvan,9,2025,3187.14,0.0,0.0,3187.14
143,Evelyn Galvan,10,2025,3187.14,0.0,0.0,3187.14
143,Evelyn Galvan,11,2025,3187.14,0.0,0.0,3187.14
143,Evelyn Galvan,12,2025,3187.14,0.0,176.11,3363.25
144,Sharon Cochran,1,2024,2871.0,0.0,0.0,2871.0
144,Sharon Cochran,2,2024,2871.0,0.0,0.0,2871.0
144,Sharon Cochran,3,2024,2871.0,0.0,219.75,3090.75
144,Sharon Cochran,4,2024,2871.0,0.0,0.0,2871.0
144,Sharon Cochran,5,2024,2871.0,0.0,0.0,2871.0
144,Sharon Cochran,6,2024,2871.0,0.0,219.75,3090.75
144,Sharon Cochran,7,2024,2871.0,0.0,0.0,2871.0
144,Sharon Cochran,8,2024,2871.0,0.0,0.0,2871.0
144,Sharon Cochran,9,2024,2871.0,0.0,219.75,3090.75
144,Sharon Cochran,10,2024,2871.0,0.0,0.0,2871.0
144,Sharon Cochran,11,2024,2871.0,0.0,0.0,2871.0
144,Sharon Cochran,12,2024,2871.0,0.0,219.75,3090.75
144,Sharon Cochran,1,2025,2871.0,0.0,0.0,2871.0
144,Sharon Cochran,2,2025,2871.0,0.0,0.0,2871.0
144,Sharon Cochran,3,2025,3170.81,0.0,0.0,3170.81
144,Sharon Cochran,4,2025,3170.81,0.0,0.0,3170.81
144,Sharon Cochran,5,2025,3170.81,0.0,0.0,3170.81
144,Sharon Cochran,6,2025,3170.81,0.0,242.69,3413.5
144,Sharon Cochran,7,2025,3170.81,0.0,0.0,3170.81
144,Sharon Cochran,8,2025,3170.81,,0.0,3170.81
144,Sharon Cochran,9,2025,3170.81,0.0,242.69,3413.5
144,Sharon Cochran,10,2025,3170.81,0.0,0.0,3170.81
144,Sharon Cochran,11,2025,3170.81,,0.0,3170.81
144,Sharon Cochran,12,2025,3170.81,0.0,242.69,3413.5
145,Richard Rodriguez,1,2024,7484.0,0.0,0.0,7484.0
145,Richard Rodriguez,2,2024,7484.0,0.0,0.0,7484.0
145,Richard Rodriguez,3,2024,7484.0,0.0,1504.03,8988.03
145,Richard Rodriguez,4,2024,7484.0,0.0,0.0,7484.0
145,Richard Rodriguez,5,2024,7484.0,662.9,0.0,8146.9
145,Richard Rodriguez,6,2024,7484.0,0.0,1504.03,8988.03
145,Richard Rodriguez,7,2024,7484.0,0.0,0.0,7484.0
145,Richard Rodriguez,8,2024,7484.0,0.0,0.0,7484.0
145,Richard Rodriguez,9,2024,7484.0,0.0,1504.03,8988.03
145,Richard Rodriguez,10,2024,7484.0,,0.0,7484.0
145,Richard Rodriguez,11,2024,7484.0,0.0,0.0,7484.0
145,Richard Rodriguez,12,2024,7484.0,0.0,1504.03,8988.03
145,Richard Rodriguez,1,2025,7484.0,0.0,0.0,7484.0
145,Richard Rodriguez,2,2025,7484.0,0.0,0.0,7484.0
145,Richard Rodriguez,3,2025,7484.0,0.0,1504.03,8988.03
145,Richard Rodriguez,4,2025,7484.0,0.0,0.0,7484.0
145,Richard Rodriguez,5,2025,8585.82,773.01,0.0,9358.83
145,Richard Rodriguez,6,2025,8585.82,0.0,1725.46,10311.28
145,Richard Rodriguez,7,2025,8585.82,0.0,0.0,8585.82
145,Richard Rodriguez,8,2025,8585.82,0.0,0.0,8585.82
145,Richard Rodriguez,9,2025,8585.82,0.0,1725.46,10311.28
145,Richard Rodriguez,10,2025,8585.82,0.0,0.0,8585.82
145,Richard Rodriguez,11,2025,8585.82,0.0,0.0,8585.82
145,Richard Rodriguez,12,2025,8585.82,0.0,1725.46,10311.28
147,Shannon Walker,1,2024,6074.0,605.92,0.0,6679.92
147,Shannon Walker,2,2024,6074.0,852.22,0.0,6926.22
147,Shannon Walker,3,2024,6074.0,453.68,1188.2,7715.87
147,Shannon Walker,4,2024,6074.0,340.45,0.0,6414.45
147,Shannon Walker,5,2024,6074.0,234.58,0.0,6308.58
147,Shannon Walker,6,2024,6074.0,0.0,1188.2,7262.2
147,Shannon Walker,7,2024,6074.0,352.73,0.0,6426.73
147,Shannon Walker,8,2024,6074.0,0.0,0.0,6074.0
147,Shannon Walker,9,2024,6074.0,479.88,1188.2,7742.08
147,Shannon Walker,10,2024,6074.0,812.92,0.0,6886.92
147,Shannon Walker,11,2024,6074.0,391.6,0.0,6465.6
147,Shannon Walker,12,2024,6074.0,0.0,1188.2,7262.2
147,Shannon Walker,1,2025,6781.13,0.0,0.0,6781.13
147,Shannon Walker,2,2025,6781.13,588.02,0.0,7369.15
147,Shannon Walker,3,2025,6781.13,539.15,1326.53,8646.81
147,Shannon Walker,4,2025,6781.13,784.25,0.0,7565.38
147,Shannon Walker,5,2025,6781.13,1056.55,0.0,7837.69
147,Shannon Walker,6,2025,6781.13,434.49,1326.53,8542.15
147,Shannon Walker,7,2025,6781.13,442.92,0.0,7224.06
147,Shannon Walker,8,2025,6781.13,754.91,0.0,7536.04
147,Shannon Walker,9,2025,6781.13,681.21,1326.53,8788.87
147,Shannon Walker,10,2025,6781.13,918.17,0.0,7699.31
147,Shannon Walker,11,2025,6781.13,661.28,0.0,7442.42
147,Shannon Walker,12,2025,6781.13,469.4,1326.53,8577.06
148,Julia Torres,1,2024,17328.0,1693.29,0.0,19021.29
148,Julia Torres,2,2024,17328.0,1962.59,0.0,19290.59
148,Julia Torres,3,2024,17328.0,1812.76,1693.79,20834.55
148,Julia Torres,4,2024,17328.0,1649.94,0.0,18977.94
148,Julia Torres,5,2024,17328.0,1940.74,0.0,19268.74
148,Julia Torres,6,2024,17328.0,0.0,1693.79,19021.79
148,Julia Torres,7,2024,17328.0,1994.09,0.0,19322.09
148,Julia Torres,8,2024,17328.0,0.0,0.0,17328.0
148,Julia Torres,9,2024,17328.0,2104.74,0.0,19432.74
148,Julia Torres,10,2024,17328.0,1723.47,0.0,19051.47
148,Julia Torres,11,2024,17328.0,0.0,0.0,17328.0
148,Julia Torres,12,2024,17328.0,1299.37,0.0,18627.37
148,Julia Torres,1,2025,17328.0,1462.51,0.0,18790.51
148,Julia Torres,2,2025,17328.0,0.0,0.0,17328.0
148,Julia Torres,3,2025,17328.0,2013.43,1693.79,21035.22
148,Julia Torres,4,2025,17328.0,961.56,0.0,18289.56
148,Julia Torres,5,2025,18362.15,1672.06,0.0,20034.21
148,Julia Torres,6,2025,18362.15,0.0,1794.87,20157.02
148,Julia Torres,7,2025,18362.15,0.0,0.0,18362.15
148,Julia Torres,8,2025,18362.15,1252.3,0.0,19614.45
148,Julia Torres,9,2025,18362.15,1484.81,1794.87,21641.83
148,Julia Torres,10,2025,18362.15,2173.23,0.0,20535.38
148,Julia Torres,11,2025,18362.15,0.0,0.0,18362.15
148,Julia Torres,12,2025,18362.15,1574.24,1794.87,21731.27
150,Crystal Johnson,1,2024,2774.0,0.0,0.0,2774.0
150,Crystal Johnson,2,2024,2774.0,0.0,0.0,2774.0
150,Crystal Johnson,3,2024,2774.0,0.0,0.0,2774.0
150,Crystal Johnson,4,2024,2774.0,225.78,0.0,2999.78
150,Crystal Johnson,5,2024,2774.0,0.0,0.0,2774.0
150,Crystal Johnson,6,2024,2774.0,0.0,0.0,2774.0
150,Crystal Johnson,7,2024,2774.0,0.0,0.0,2774.0
150,Crystal Johnson,8,2024,2774.0,0.0,0.0,2774.0
150,Crystal Johnson,9,2024,2774.0,0.0,236.23,3010.23
150,Crystal Johnson,10,2024,2774.0,0.0,0.0,2774.0
150,Crystal Johnson,11,2024,2774.0,0.0,0.0,2774.0
150,Crystal Johnson,12,2024,2774.0,0.0,236.23,3010.23
150,Crystal Johnson,1,2025,2774.0,0.0,0.0,2774.0
150,Crystal Johnson,2,2025,2991.48,0.0,0.0,2991.48
150,Crystal Johnson,3,2025,2991.48,0.0,0.0,2991.48
150,Crystal Johnson,4,2025,2991.48,0.0,0.0,2991.48
150,Crystal Johnson,5,2025,2991.48,0.0,0.0,2991.48
150,Crystal Johnson,6,2025,2991.48,0.0,254.75,3246.23
150,Crystal Johnson,7,2025,2991.48,,0.0,2991.48
150,Crystal Johnson,8,2025,2991.48,0.0,0.0,2991.48
150,Crystal Johnson,9,2025,2991.48,0.0,0.0,2991.48
150,Crystal Johnson,10,2025,2991.48,0.0,0.0,2991.48
150,Crystal Johnson,11,2025,2991.48,0.0,0.0,2991.48
150,Crystal Johnson,12,2025,2991.48,0.0,254.75,3246.23
151,Garrett Lin,1,2024,4505.0,0.0,0.0,4505.0
151,Garrett Lin,2,2024,4505.0,0.0,0.0,4505.0
151,Garrett Lin,3,2024,4505.0,0.0,350.36,4855.36
151,Garrett Lin,4,2024,4505.0,0.0,0.0,4505.0
151,Garrett Lin,5,2024,4505.0,0.0,0.0,4505.0
151,Garrett Lin,6,2024,4505.0,0.0,350.36,4855.36
151,Garrett Lin,7,2024,4505.0,0.0,0.0,4505.0
151,Garrett Lin,8,2024,4505.0,,0.0,4681.62
151,Garrett Lin,9,2024,4505.0,,350.36,4855.36
151,Garrett Lin,10,2024,4505.0,0.0,0.0,4505.0
151,Garrett Lin,11,2024,4505.0,461.26,0.0,4966.26
151,Garrett Lin,12,2024,4853.69,482.29,377.48,5713.46
151,Garrett Lin,1,2025,4853.69,0.0,0.0,4853.69
151,Garrett Lin,2,2025,4853.69,703.29,0.0,5556.98
151,Garrett Lin,3,2025,4853.69,0.0,0.0,4853.69
151,Garrett Lin,4,2025,4853.69,0.0,0.0,4853.69
151,Garrett Lin,5,2025,4853.69,0.0,0.0,4853.69
151,Garrett Lin,6,2025,4853.69,0.0,377.48,5231.17
151,Garrett Lin,7,2025,4853.69,0.0,0.0,4853.69
151,Garrett Lin,8,2025,4853.69,0.0,0.0,4853.69
151,Garrett Lin,9,2025,4853.69,343.48,377.48,5574.65
151,Garrett Lin,10,2025,4853.69,420.21,0.0,5273.9
151,Garrett Lin,11,2025,4853.69,0.0,0.0,4853.69
151,Garrett Lin,12,2025,4853.69,424.61,0.0,5278.3
152,Diana May,1,2024,7428.0,0.0,0.0,7428.0
152,Diana May,2,2024,7428.0,0.0,0.0,7428.0
152,Diana May,3,2024,7428.0,945.76,344.42,8718.18
152,Diana May,4,2024,7428.0,0.0,0.0,7428.0
152,Diana May,5,2024,7428.0,0.0,0.0,7428.0
152,Diana May,6,2024,7428.0,0.0,344.42,7772.42
152,Diana May,7,2024,7428.0,0.0,0.0,7428.0
152,Diana May,8,2024,7428.0,0.0,0.0,7428.0
152,Diana May,9,2024,7428.0,0.0,344.42,7772.42
152,Diana May,10,2024,7428.0,0.0,0.0,7428.0
152,Diana May,11,2024,7428.0,0.0,0.0,7428.0
152,Diana May,12,2024,7428.0,0.0,344.42,7772.42
152,Diana May,1,2025,7428.0,,0.0,7428.0
152,Diana May,2,2025,8695.56,0.0,0.0,8695.56
152,Diana May,3,2025,8695.56,0.0,403.2,9098.76
152,Diana May,4,2025,8695.56,0.0,0.0,8695.56
152,Diana May,5,2025,8695.56,0.0,0.0,8695.56
152,Diana May,6,2025,8695.56,0.0,403.2,9098.76
152,Diana May,7,2025,8695.56,670.79,0.0,9366.35
152,Diana May,8,2025,8695.56,0.0,0.0,8695.56
152,Diana May,9,2025,8695.56,0.0,0.0,8695.56
152,Diana May,10,2025,8695.56,0.0,0.0,8695.56
152,Diana May,11,2025,8695.56,0.0,0.0,8695.56
152,Diana May,12,2025,8695.56,0.0,403.2,9098.76
153,William Herrera,1,2024,11631.0,0.0,0.0,11631.0
153,William Herrera,2,2024,11631.0,0.0,0.0,11631.0
153,William Herrera,3,2024,11631.0,0.0,1059.44,12690.44
153,William Herrera,4,2024,11631.0,0.0,0.0,11631.0
153,William Herrera,5,2024,11631.0,0.0,0.0,11631.0
153,William Herrera,6,2024,11631.0,0.0,1059.44,12690.44
153,William Herrera,7,2024,11631.0,0.0,0.0,11631.0
153,William Herrera,8,2024,11631.0,0.0,0.0,11631.0
